@type,accessLevel,accrualPeriodicity,bureauCode_0,conformsTo,contactPoint_@type,contactPoint_fn,contactPoint_hasEmail,dataQuality,describedBy,describedByType,description,distribution_0_description,distribution_0_downloadURL,distribution_0_format,distribution_0_mediaType,distribution_0_title,distribution_0_conformsTo,distribution_0_describedBy,distribution_0_describedByType,distribution_1_description,distribution_1_downloadURL,distribution_1_format,distribution_1_mediaType,distribution_1_title,distribution_1_conformsTo,distribution_1_describedBy,distribution_1_describedByType,distribution_1_accessURL,distribution_2_conformsTo,distribution_2_describedBy,distribution_2_describedByType,distribution_2_description,distribution_2_downloadURL,distribution_2_format,distribution_2_mediaType,distribution_2_title,distribution_2_accessURL,distribution_3_description,distribution_3_downloadURL,distribution_3_format,distribution_3_mediaType,distribution_3_title,distribution_3_accessURL,identifier,isPartOf,issued,keyword_0,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,keyword_6,keyword_7,keyword_8,keyword_9,keyword_10,keyword_11,keyword_12,keyword_13,keyword_14,keyword_15,keyword_16,keyword_17,keyword_18,keyword_19,keyword_20,keyword_21,keyword_22,keyword_23,keyword_24,keyword_25,keyword_26,keyword_27,keyword_28,keyword_29,keyword_30,keyword_31,keyword_32,keyword_33,keyword_34,keyword_35,keyword_36,landingPage,language,license,modified,primaryITInvestmentUII,programCode_0,publisher_name,references_0,references_1,references_2,references_3,rights,spatial,systemOfRecords,temporal,theme_0,title
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/open/havv/havv-weekly-2011-03-26.html#terms,,"This dataset represents the results of the 4-digit match performed using the Social Security - Help America Vote Verification (HAVV) system. Report for week ending March 26, 2011.",,https://www.ssa.gov/open/havv/havv-weekly-2011-03-26.html,HTML,text/html,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-03-26.csv,CSV,text/csv,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2451,US-GOV-SSA-2439,,2011,FOIA,Freedom Of Information Act,HAVA,HAVV,Help America Vote Act,Help America Vote Verification,March,Social Security,Social Security Administration,SSA,Voter,Voter Registration,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-03-26.html,,https://creativecommons.org/publicdomain/zero/1.0/,2024-06-27,,016:000,Social Security Administration,https://www.ssa.gov/open/havv/havv-weekly-2011-03-26.html,https://www.ssa.gov/open/havv/havv-weekly-2011-03-26.html#terms,,,,,,2011-03-20/2011-03-26,,"Help America Vote Verification (HAVV) Transactions by State - Week Ending March 26, 2011"
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/open/havv/havv-weekly-2011-04-02.html#terms,,"This dataset represents the results of the 4-digit match performed using the Social Security - Help America Vote Verification (HAVV) system. Report for week ending April 2, 2011.",,https://www.ssa.gov/open/havv/havv-weekly-2011-04-02.html,HTML,text/html,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-04-02.csv,CSV,text/csv,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2452,US-GOV-SSA-2439,,2011,April,FOIA,Freedom Of Information Act,HAVA,HAVV,Help America Vote Act,Help America Vote Verification,Social Security,Social Security Administration,SSA,Voter,Voter Registration,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-04-02.html,,https://creativecommons.org/publicdomain/zero/1.0/,2024-06-27,,016:000,Social Security Administration,https://www.ssa.gov/open/havv/havv-weekly-2011-04-02.html,https://www.ssa.gov/open/havv/havv-weekly-2011-04-02.html#terms,,,,,,2011-03-27/2011-04-02,,"Help America Vote Verification (HAVV) Transactions by State - Week Ending April 2, 2011"
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/open/havv/havv-weekly-2011-04-09.html#terms,,"This dataset represents the results of the 4-digit match performed using the Social Security - Help America Vote Verification (HAVV) system. Report for week ending April 9, 2011.",,https://www.ssa.gov/open/havv/havv-weekly-2011-04-09.html,HTML,text/html,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-04-09.csv,CSV,text/csv,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2453,US-GOV-SSA-2439,,2011,April,FOIA,Freedom Of Information Act,HAVA,HAVV,Help America Vote Act,Help America Vote Verification,Social Security,Social Security Administration,SSA,Voter,Voter Registration,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-04-09.html,,https://creativecommons.org/publicdomain/zero/1.0/,2024-06-27,,016:000,Social Security Administration,https://www.ssa.gov/open/havv/havv-weekly-2011-04-09.html,https://www.ssa.gov/open/havv/havv-weekly-2011-04-09.html#terms,,,,,,2011-04-03/2011-04-09,,"Help America Vote Verification (HAVV) Transactions by State - Week Ending April 9, 2011"
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/open/havv/havv-weekly-2011-04-16.html#terms,,"This dataset represents the results of the 4-digit match performed using the Social Security - Help America Vote Verification (HAVV) system. Report for week ending April 16, 2011.",,https://www.ssa.gov/open/havv/havv-weekly-2011-04-16.html,HTML,text/html,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-04-16.csv,CSV,text/csv,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2454,US-GOV-SSA-2439,,2011,April,FOIA,Freedom Of Information Act,HAVA,HAVV,Help America Vote Act,Help America Vote Verification,Social Security,Social Security Administration,SSA,Voter,Voter Registration,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-04-16.html,,https://creativecommons.org/publicdomain/zero/1.0/,2024-06-27,,016:000,Social Security Administration,https://www.ssa.gov/open/havv/havv-weekly-2011-04-16.html,https://www.ssa.gov/open/havv/havv-weekly-2011-04-16.html#terms,,,,,,2011-04-10/2011-04-16,,"Help America Vote Verification (HAVV) Transactions by State - Week Ending April 16, 2011"
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/open/havv/havv-weekly-2011-04-23.html#terms,,"This dataset represents the results of the 4-digit match performed using the Social Security - Help America Vote Verification (HAVV) system. Report for week ending April 23, 2011.",,https://www.ssa.gov/open/havv/havv-weekly-2011-04-23.html,HTML,text/html,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-04-23.csv,CSV,text/csv,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2455,US-GOV-SSA-2439,,2011,April,FOIA,Freedom Of Information Act,HAVA,HAVV,Help America Vote Act,Help America Vote Verification,Social Security,Social Security Administration,SSA,Voter,Voter Registration,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-04-23.html,,https://creativecommons.org/publicdomain/zero/1.0/,2024-06-27,,016:000,Social Security Administration,https://www.ssa.gov/open/havv/havv-weekly-2011-04-23.html,https://www.ssa.gov/open/havv/havv-weekly-2011-04-23.html#terms,,,,,,2011-04-17/2011-04-23,,"Help America Vote Verification (HAVV) Transactions by State - Week Ending April 23, 2011"
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/open/havv/havv-weekly-2011-04-30.html#terms,,"This dataset represents the results of the 4-digit match performed using the Social Security - Help America Vote Verification (HAVV) system. Report for week ending April 30, 2011.",,https://www.ssa.gov/open/havv/havv-weekly-2011-04-30.html,HTML,text/html,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-04-30.csv,CSV,text/csv,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2456,US-GOV-SSA-2439,,2011,April,FOIA,Freedom Of Information Act,HAVA,HAVV,Help America Vote Act,Help America Vote Verification,Social Security,Social Security Administration,SSA,Voter,Voter Registration,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-04-30.html,,https://creativecommons.org/publicdomain/zero/1.0/,2024-06-27,,016:000,Social Security Administration,https://www.ssa.gov/open/havv/havv-weekly-2011-04-30.html,https://www.ssa.gov/open/havv/havv-weekly-2011-04-30.html#terms,,,,,,2011-04-24/2011-04-30,,"Help America Vote Verification (HAVV) Transactions by State - Week Ending April 30, 2011"
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/open/havv/havv-weekly-2011-05-07.html#terms,,"This dataset represents the results of the 4-digit match performed using the Social Security - Help America Vote Verification (HAVV) system. Report for week ending May 7, 2011.",,https://www.ssa.gov/open/havv/havv-weekly-2011-05-07.html,HTML,text/html,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-05-07.csv,CSV,text/csv,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2457,US-GOV-SSA-2439,,2011,FOIA,Freedom Of Information Act,HAVA,HAVV,Help America Vote Act,Help America Vote Verification,May,Social Security,Social Security Administration,SSA,Voter,Voter Registration,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-05-07.html,,https://creativecommons.org/publicdomain/zero/1.0/,2024-06-27,,016:000,Social Security Administration,https://www.ssa.gov/open/havv/havv-weekly-2011-05-07.html,https://www.ssa.gov/open/havv/havv-weekly-2011-05-07.html#terms,,,,,,2011-05-01/2011-05-07,,"Help America Vote Verification (HAVV) Transactions by State - Week Ending May 7, 2011"
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/open/havv/havv-weekly-2011-05-14.html#terms,,"This dataset represents the results of the 4-digit match performed using the Social Security - Help America Vote Verification (HAVV) system. Report for week ending May 14, 2011.",,https://www.ssa.gov/open/havv/havv-weekly-2011-05-14.html,HTML,text/html,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-05-14.csv,CSV,text/csv,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2458,US-GOV-SSA-2439,,2011,FOIA,Freedom Of Information Act,HAVA,HAVV,Help America Vote Act,Help America Vote Verification,May,Social Security,Social Security Administration,SSA,Voter,Voter Registration,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-05-14.html,,https://creativecommons.org/publicdomain/zero/1.0/,2024-06-27,,016:000,Social Security Administration,https://www.ssa.gov/open/havv/havv-weekly-2011-05-14.html,https://www.ssa.gov/open/havv/havv-weekly-2011-05-14.html#terms,,,,,,2011-05-08/2011-05-14,,"Help America Vote Verification (HAVV) Transactions by State - Week Ending May 14, 2011"
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/open/havv/havv-weekly-2011-05-21.html#terms,,"This dataset represents the results of the 4-digit match performed using the Social Security - Help America Vote Verification (HAVV) system. Report for week ending May 21, 2011.",,https://www.ssa.gov/open/havv/havv-weekly-2011-05-21.html,HTML,text/html,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-05-21.csv,CSV,text/csv,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2459,US-GOV-SSA-2439,,2011,FOIA,Freedom Of Information Act,HAVA,HAVV,Help America Vote Act,Help America Vote Verification,May,Social Security,Social Security Administration,SSA,Voter,Voter Registration,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-05-21.html,,https://creativecommons.org/publicdomain/zero/1.0/,2024-06-27,,016:000,Social Security Administration,https://www.ssa.gov/open/havv/havv-weekly-2011-05-21.html,https://www.ssa.gov/open/havv/havv-weekly-2011-05-21.html#terms,,,,,,2011-05-15/2011-05-21,,"Help America Vote Verification (HAVV) Transactions by State - Week Ending May 21, 2011"
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/open/havv/havv-weekly-2011-05-28.html#terms,,"This dataset represents the results of the 4-digit match performed using the Social Security - Help America Vote Verification (HAVV) system. Report for week ending May 28, 2011.",,https://www.ssa.gov/open/havv/havv-weekly-2011-05-28.html,HTML,text/html,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-05-28.csv,CSV,text/csv,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2460,US-GOV-SSA-2439,,2011,FOIA,Freedom Of Information Act,HAVA,HAVV,Help America Vote Act,Help America Vote Verification,May,Social Security,Social Security Administration,SSA,Voter,Voter Registration,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-05-28.html,,https://creativecommons.org/publicdomain/zero/1.0/,2024-06-27,,016:000,Social Security Administration,https://www.ssa.gov/open/havv/havv-weekly-2011-05-28.html,https://www.ssa.gov/open/havv/havv-weekly-2011-05-28.html#terms,,,,,,2011-05-22/2011-05-28,,"Help America Vote Verification (HAVV) Transactions by State - Week Ending May 28, 2011"
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/open/havv/havv-weekly-2011-06-04.html#terms,,"This dataset represents the results of the 4-digit match performed using the Social Security - Help America Vote Verification (HAVV) system. Report for week ending June 4, 2011.",,https://www.ssa.gov/open/havv/havv-weekly-2011-06-04.html,HTML,text/html,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-06-04.csv,CSV,text/csv,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2461,US-GOV-SSA-2439,,2011,FOIA,Freedom Of Information Act,HAVA,HAVV,Help America Vote Act,Help America Vote Verification,June,Social Security,Social Security Administration,SSA,Voter,Voter Registration,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-06-04.html,,https://creativecommons.org/publicdomain/zero/1.0/,2024-06-27,,016:000,Social Security Administration,https://www.ssa.gov/open/havv/havv-weekly-2011-06-04.html,https://www.ssa.gov/open/havv/havv-weekly-2011-06-04.html#terms,,,,,,2011-05-29/2011-06-04,,"Help America Vote Verification (HAVV) Transactions by State - Week Ending June 4, 2011"
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/open/havv/havv-weekly-2011-06-11.html#terms,,"This dataset represents the results of the 4-digit match performed using the Social Security - Help America Vote Verification (HAVV) system. Report for week ending June 11, 2011.",,https://www.ssa.gov/open/havv/havv-weekly-2011-06-11.html,HTML,text/html,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-06-11.csv,CSV,text/csv,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2462,US-GOV-SSA-2439,,2011,FOIA,Freedom Of Information Act,HAVA,HAVV,Help America Vote Act,Help America Vote Verification,June,Social Security,Social Security Administration,SSA,Voter,Voter Registration,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-06-11.html,,https://creativecommons.org/publicdomain/zero/1.0/,2024-06-27,,016:000,Social Security Administration,https://www.ssa.gov/open/havv/havv-weekly-2011-06-11.html,https://www.ssa.gov/open/havv/havv-weekly-2011-06-11.html#terms,,,,,,2011-06-05/2011-06-11,,"Help America Vote Verification (HAVV) Transactions by State - Week Ending June 11, 2011"
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/open/havv/havv-weekly-2011-06-18.html#terms,,"This dataset represents the results of the 4-digit match performed using the Social Security - Help America Vote Verification (HAVV) system. Report for week ending June 18, 2011.",,https://www.ssa.gov/open/havv/havv-weekly-2011-06-18.html,HTML,text/html,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-06-18.csv,CSV,text/csv,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2463,US-GOV-SSA-2439,,2011,FOIA,Freedom Of Information Act,HAVA,HAVV,Help America Vote Act,Help America Vote Verification,June,Social Security,Social Security Administration,SSA,Voter,Voter Registration,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-06-18.html,,https://creativecommons.org/publicdomain/zero/1.0/,2024-06-27,,016:000,Social Security Administration,https://www.ssa.gov/open/havv/havv-weekly-2011-06-18.html,https://www.ssa.gov/open/havv/havv-weekly-2011-06-18.html#terms,,,,,,2011-06-12/2011-06-18,,"Help America Vote Verification (HAVV) Transactions by State - Week Ending June 18, 2011"
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/open/havv/havv-weekly-2011-06-25.html#terms,,"This dataset represents the results of the 4-digit match performed using the Social Security - Help America Vote Verification (HAVV) system. Report for week ending June 25, 2011.",,https://www.ssa.gov/open/havv/havv-weekly-2011-06-25.html,HTML,text/html,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-06-25.csv,CSV,text/csv,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2464,US-GOV-SSA-2439,,2011,FOIA,Freedom Of Information Act,HAVA,HAVV,Help America Vote Act,Help America Vote Verification,June,Social Security,Social Security Administration,SSA,Voter,Voter Registration,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-06-25.html,,https://creativecommons.org/publicdomain/zero/1.0/,2024-06-27,,016:000,Social Security Administration,https://www.ssa.gov/open/havv/havv-weekly-2011-06-25.html,https://www.ssa.gov/open/havv/havv-weekly-2011-06-25.html#terms,,,,,,2011-06-19/2011-06-25,,"Help America Vote Verification (HAVV) Transactions by State - Week Ending June 25, 2011"
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/open/havv/havv-weekly-2011-07-02.html#terms,,"This dataset represents the results of the 4-digit match performed using the Social Security - Help America Vote Verification (HAVV) system. Report for week ending July 2, 2011.",,https://www.ssa.gov/open/havv/havv-weekly-2011-07-02.html,HTML,text/html,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-07-02.csv,CSV,text/csv,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2465,US-GOV-SSA-2439,,2011,FOIA,Freedom Of Information Act,HAVA,HAVV,Help America Vote Act,Help America Vote Verification,July,Social Security,Social Security Administration,SSA,Voter,Voter Registration,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-07-02.html,,https://creativecommons.org/publicdomain/zero/1.0/,2024-06-27,,016:000,Social Security Administration,https://www.ssa.gov/open/havv/havv-weekly-2011-07-02.html,https://www.ssa.gov/open/havv/havv-weekly-2011-07-02.html#terms,,,,,,2011-07-01/2011-07-02,,"Help America Vote Verification (HAVV) Transactions by State - Week Ending July 2, 2011"
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/open/havv/havv-weekly-2011-07-09.html#terms,,"This dataset represents the results of the 4-digit match performed using the Social Security - Help America Vote Verification (HAVV) system. Report for week ending July 9, 2011.",,https://www.ssa.gov/open/havv/havv-weekly-2011-07-09.html,HTML,text/html,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-07-09.csv,CSV,text/csv,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2466,US-GOV-SSA-2439,,2011,FOIA,Freedom Of Information Act,HAVA,HAVV,Help America Vote Act,Help America Vote Verification,July,Social Security,Social Security Administration,SSA,Voter,Voter Registration,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-07-09.html,,https://creativecommons.org/publicdomain/zero/1.0/,2024-06-27,,016:000,Social Security Administration,https://www.ssa.gov/open/havv/havv-weekly-2011-07-09.html,https://www.ssa.gov/open/havv/havv-weekly-2011-07-09.html#terms,,,,,,2011-07-03/2011-07-09,,"Help America Vote Verification (HAVV) Transactions by State - Week Ending July 9, 2011"
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/data/havv/havv-weekly-2011-07-16.html#terms,,"This dataset represents the results of the 4-digit match performed using the Social Security - Help America Vote Verification (HAVV) system. Report for week ending July 16, 2011.",,https://www.ssa.gov/data/havv/havv-weekly-2011-07-16.html,HTML,text/html,,,,,,https://www.ssa.gov/data/havv/havv-weekly-2011-07-16.csv,CSV,text/csv,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2467,US-GOV-SSA-2439,,2011,FOIA,Freedom Of Information Act,HAVA,HAVV,Help America Vote Act,Help America Vote Verification,July,Social Security,Social Security Administration,SSA,Voter,Voter Registration,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/data/havv/havv-weekly-2011-07-16.html,,https://creativecommons.org/publicdomain/zero/1.0/,2024-06-27,,016:000,Social Security Administration,https://www.ssa.gov/data/havv/havv-weekly-2011-07-16.html,https://www.ssa.gov/data/havv/havv-weekly-2011-07-16.html#terms,,,,,,2011-07-10/2011-07-16,,"Help America Vote Verification (HAVV) Transactions by State - Week Ending July 16, 2011"
